"link","Pje_Total_BP_en_RC"
"140141109",0.02
"140141201",0.01
"140141306",0
"140141308",0
"140141309",0
"140141403",0
"140141506",0
"140141508",0.15
"140141510",0.02
"140141520",0
"140141601",0
"140141603",0.03
"140141611",0.03
"140141612",0.37
"140141613",0.36
"140141614",0.17
"140141616",0.61
"140141617",0.08
"140141618",0.13
"140141713",0
"140141715",0.41
"140141721",0.01
"140141802",0
"140141803",0.18
"140141906",0
"140141908",0.54
"140141909",0.6
"140141910",0
"140141912",0.54
"140141913",0
"140141914",0.02
"140141915",0.02
"140141919",0.99
"140142216",0
"140142217",0.15
"140142218",0.4
"140142314",0.02
"140142703",0.05
"140142704",0
"140142805",0
"140142816",0.08
"140142901",0
"140142912",0
"140142914",0.01
"140142915",0
"140142917",0
"140142918",0.17
"140142919",0.12
"140143004",0.08
"140143005",0
"140143102",0.27
"140143104",0
"140143505",0
"140143506",0.89
"140143507",0.01
"140143901",0.02
"140143902",0.33
"140143907",0.06
"140143909",0
"140143913",0.06
"140144303",0.05
"140144409",0.24
"140144411",0.02
"140144501",0.19
"140144502",0.37
"140144503",0.16
"140144504",0.03
"140144505",0.04
"140144507",0.04
"140144602",0.12
"140144813",0.04
"140144814",0.02
"140144908",0.03
"140144909",0.1
"140145117",0
"140145120",0.21
"140145204",0.01
"140145216",0
"140145217",0.45
"140145218",0.04
"140146101",0.5
"140146102",0
"140146103",0
"140146104",0.35
"140146105",0.32
"140146107",0.24
"140146108",0.01
"140146111",0.01
"140146112",0
"140146113",0.01
"140146114",0.23
"140146115",0.23
"140146211",0.23
"140146212",0.04
"140146811",0.02
"140147307",0.16
"140147401",0.02
"140147406",0.01
"140147407",0
"140147411",0.26
"140147501",0.11
"140147504",0
"140147505",0.09
"140147506",0.09
"140147513",0.09
"140147514",0.04
"140147518",0.16
"140147519",0
"140147606",0.01
"140147616",0.05
"140147701",0
"140147712",0
"140147713",0.09
"140147717",0.09
"140147719",0.12
"140147801",0
"140147807",0.01
"140147913",0.29
"140147915",0.13
"140148601",0.58
"140148602",0.36
"140148603",0
"140148608",0
"140148609",0.7
"140148610",0.33
"140148701",0
"140148814",0
"140148815",0.11
"140148916",0.06
"140149002",0.05
"140149007",0.18
"140149012",0.02
"140149013",0.24
"140149304",0
"140149305",0
"140149306",0.09
"140149319",0.01
"140149504",0
"140149507",0
"140149508",0.11
"140149509",0.15
"140149511",0.04
"140149617",0.03
"140149701",0.15
"140210301",0
"140210314",0.13
"140210315",0.18
"140210505",0
"140210605",0
"140210714",0.02
"140210715",0.53
"140211102",0.01
"140211610",0.01
"140212110",0.02
"140212111",0
"140420308",0
"140420809",0.18
"140420810",0.01
"140420815",0
"140420816",0.03
"140420818",0
"140420819",0.08
"140420822",0
"140420823",0.02
"140420901",0.11
"140420910",0.06
"140560111",0.05
"140910301",0
"140910307",0.02
"140910401",0.01
"140910604",0
"140910606",0.03
"140910618",0.01
"140910701",0
"140910717",0.44
"140910723",0
"140910808",0.01
"140910916",0.05
"140910917",0
"140911212",0.18
"140911213",0
"140911310",0.06
"140911603",0
"140911706",0.02
"140911707",0.11
"140911803",0
"140911809",0.06
"140981003",0
"140981502",0.1
"140981601",0.08
"140981602",0.19
"140981603",0.09
"140981604",0.04
"140981810",0.08
"140981812",0
"140981813",0.14
"140981902",0.35
"140981903",0.26
"140981904",0.16
"140982001",0.06
"140982009",0.06
"140982010",0.05
"140982307",0.02
"140982602",0
"140982613",0.01
"141050503",0
"141050504",0
"141050514",0.05
"141190101",0
"141190102",0
"141190619",0
"141190701",0.01
"141190702",0.01
"141190901",0.01
"141190904",0
"141330205",0.04
"141400720",0.04
"141401315",0.01
"141470203",0
"141470205",0
"141470301",0
"141470303",0
"141470305",0
"141470306",0
"141470311",0.01
"141470802",0.02
"141470901",0.08
"141470902",0.17
"141471015",0.18
"141540205",0
"141540209",0.08
"141611106",0.02
"141680207",0.01
"141680212",0.07
"141750101",0
"141750102",0
"141750110",0.08
"141820801",0.04
"141821010",0.05
"180070109",0.08
"180070114",0
"180070115",0.02
"180070116",0
"180070121",0.04
"180070203",0
"180070215",0.01
"180070216",0.04
"180070217",0
"180070218",0.27
"180210301",0.17
"180210303",0.13
"180210304",0.07
"180210305",0.37
"180210306",0.32
"180210307",0.62
"180210308",0.23
"180210309",0.09
"180210310",0.33
"180210314",0.38
"180210315",0.02
"180210401",0.2
"180210403",0.14
"180210405",0.32
"180210406",0.27
"180210407",0.64
"180210408",0.33
"180210409",0.29
"180210411",0.01
"180210413",0
"180210414",0.01
"180210701",0.25
"180210702",0.7
"180210704",0
"180210705",0.04
"180210707",0.06
"180210708",0.38
"180210709",0
"180210710",0.49
"180210711",0.57
"180210712",0
"180210713",0
"180210715",0.38
"180210716",0.08
"180210802",0.15
"180210813",0.06
"180210907",0.16
"180211001",0
"180211002",0
"180211005",0.08
"180211007",0.01
"180211101",0.04
"180211106",0.02
"180211108",0.07
"180211109",0.02
"180211205",0.01
"180211206",0
"180211207",0.05
"180211210",0.26
"180211211",0.14
"180211212",0.28
"180211213",0.15
"180211307",0.11
"180211401",0
"180211402",0
"180211612",0.08
"180211615",0.03
"180211616",0
"180211701",0
"180211703",0.23
"180211704",0.21
"180211718",0
"180211804",0.06
"180211805",0.19
"180211809",0.31
"180211811",0.02
"180211813",0.01
"180212002",0.15
"180212003",0
"180212004",0
"180212107",0.1
"180212108",0.25
"180212109",0.06
"180212110",0
"180212111",0
"180212202",0.01
"180212203",0.54
"180212204",0.93
"180212205",0.76
"180212206",0.89
"180212207",0.73
"180212208",0.6
"180212209",0
"180212210",0
"180212211",0.02
"180212212",0.12
"180212301",0.24
"180212302",0.11
"180212303",0.25
"180212304",0.04
"180212305",0.28
"180212306",0.11
"180212307",0
"180212309",0.01
"180212310",0
"180212312",0.11
"180212314",0.2
"180280301",0.02
"180280302",0
"180280303",0
"180280306",0
"180280309",0.27
"180280311",0.01
"180280312",0.36
"180351901",0.08
"180490115",0.01
"180490701",0.01
"180700117",0
"180701901",0
"180701902",0
"180702115",0.01
"180702116",0.1
"180702204",0.03
"180702205",0.03
"180702210",0.19
"180702215",0.08
"180702216",0.03
"180910109",0
"180910110",0.25
"180910204",0.02
"180910302",0
"181050107",0.1
"181050202",0
"181050302",0
"181052103",0.14
"181052104",0
"181052107",0.02
"181052110",0.01
"181120202",0
"181120304",0
"181120913",0
"181120914",0.08
"181190101",0.02
"181190104",0.01
"181190108",0.02
"181190117",0
"181190601",0
"181191402",0
"181191403",0
"181191404",0.05
"181191405",0.01
"181191501",0.11
"181191519",0.04
"181191521",0.22
"181191522",0
"181260101",0.02
"181260108",0.18
"181260202",0
"181260401",0
"181260701",0
"181260703",0
"181330401",0
"181330501",0.02
"181330502",0
"181400101",0.02
"181400102",0.25
"181400107",0.11
"181681701",0.01
"181681707",0
"181681708",0
"181681710",0.35
"181681711",0.1
"181681712",0
"300080207",0.01
"300080208",0.02
"300080303",0
"300080311",0.01
"300080312",0
"300080313",0.17
"300080505",0
"300080506",0.09
"300150101",0.3
"300150102",0
"300150103",0
"300150104",0
"300150105",0.01
"300150106",0.15
"300150110",0.01
"300150111",0.15
"300150112",0.14
"300150113",0.11
"300150201",0.3
"300150203",0.01
"300150204",0.05
"300150210",0.12
"300150213",0.01
"300150305",0.01
"300150309",0.02
"300150310",0.03
"300150405",0.03
"300150408",0.02
"300150409",0
"300150412",0.05
"300150413",0.05
"300150505",0.2
"300150508",0.03
"300150509",0.18
"300150521",0.03
"300150522",0.07
"300150601",0.06
"300150710",0.01
"300150712",0.44
"300150716",0.09
"300150717",0.29
"300150719",0.07
"300150720",0.03
"300150815",0.01
"300150903",0
"300150906",0.01
"300150907",0.05
"300150908",0.03
"300150909",0.01
"300150910",0.03
"300151002",0.02
"300151003",0.01
"300151004",0.04
"300151005",0.04
"300151006",0.01
"300151007",0.08
"300151008",0.16
"300151009",0.35
"300151010",0.02
"300151011",0.17
"300151012",0.12
"300151013",0.19
"300151102",0
"300151109",0
"300151110",0
"300151310",0
"300210107",0.12
"300210108",0.28
"300210211",0.01
"300210212",0.31
"300210301",0.05
"300210309",0.04
"300210310",0
"300211301",0
"300280113",0.02
"300280114",0.02
"300280306",0
"300280504",0.01
"300280507",0.01
"300280604",0
"300490309",0.03
"300490310",0.17
"300490311",0.02
"300490312",0.07
"300490404",0.01
"300490410",0.01
"300490412",0.08
"300490413",0.03
"300490414",0.01
"300490415",0.01
"300560202",0
"300560204",0.04
"300560205",0.08
"300560319",0.04
"300560412",0.1
"300560604",0
"300560605",0.03
"300560706",0.01
"300700101",0.01
"300700106",0.05
"300700107",0.03
"300700109",0.05
"300700110",0.07
"300700111",0.26
"300700115",0.08
"300700201",0.02
"300700202",0.17
"300700203",0.02
"300700204",0.1
"300700205",0.11
"300700206",0
"300700208",0.12
"300700209",0.06
"300700302",0
"300700303",0.08
"300700307",0.01
"300770112",0
"300770206",0.09
"300770217",0
"300770304",0
"300840101",0.05
"300840102",0.1
"300840104",0.82
"300840105",0.15
"300840106",0.18
"300840107",0.08
"300840108",0.02
"300840109",0.12
"300840110",0.36
"300840111",0.77
"300840112",0.78
"300840113",0.31
"300840201",0.05
"300840216",0.45
"300840301",0.01
"300840302",0.16
"300840303",0.2
"300840305",0.59
"300840401",0.09
"300840402",0.11
"300840403",0.16
"300840405",0.07
"300840409",0.14
"300840410",0.01
"300840411",0.18
"300840414",0.13
"300840419",0.02
"300840420",0.01
"300840505",0.01
"300840511",0
"300840513",0.01
"300840514",0.06
"300840515",0.06
"300840516",0.04
"300840622",0.01
"300840701",0.18
"300840709",0.06
"300840714",0.11
"300840715",0.08
"300840804",0.04
"300840809",0.08
"300840810",0.05
"300840812",0.07
"300840813",0.03
"300840816",0.15
"300840817",0.06
"300840907",0.2
"300840914",0.53
"300840915",0.02
"300841002",0.11
"300841101",0.37
"300841102",0.02
"300841105",0.19
"300841106",0.24
"300841109",0.04
"300841111",0.07
"300841113",0.03
"300841114",0.01
"300841211",0.07
"300841212",0
"300841301",0.03
"300841302",0.05
"300841303",0.01
"300841305",0.01
"300841306",0.04
"300841307",0.15
"300841404",0.11
"300841405",0.03
"300841411",0.04
"300841414",0.03
"300841416",0
"300841417",0.16
"300841502",0.02
"300841503",0
"300841506",0.17
"300841507",0.29
"300841508",0.07
"300841509",0.14
"300841601",0
"300841701",0.37
"300841702",0.22
"300841708",0.14
"300841713",0
"300841714",0.39
"300841802",0.09
"300841907",0.03
"300842201",0.08
"300842202",0.22
"300844601",0
"300910101",0.1
"300910203",0
"300980106",0.08
"300980108",0.02
"300980111",0.18
"300980211",0.02
"300980409",0.03
"300980410",0.02
"300980414",0.17
"300980418",0.18
"300980419",0.01
"300980502",0
"300980503",0.08
"300980504",0.01
"300980505",0.03
"300980506",0.05
"300980507",0.03
"300980601",0
"300980605",0.12
"300980606",0.19
"300980607",0.02
"300980608",0.01
"300980610",0.02
"300980611",0.01
"301050409",0.04
"340140101",0
"340140122",0.01
"340140201",0.15
"340140204",0
"340140207",0.04
"340140209",0.05
"340140218",0
"340140221",0.14
"340140223",0.13
"340140309",0.16
"340140417",0.19
"340140418",0.14
"340140419",0.14
"340140502",0.03
"340140504",0.07
"340140602",0
"340140603",0
"340140605",0.01
"340140701",0
"340140705",0.04
"340140706",0.03
"340140707",0
"340140715",0.44
"340141601",0.06
"340141602",0.2
"340141604",0
"340141605",0.02
"340141606",0.01
"340141623",0.06
"340141625",0.06
"340141626",0.27
"340141707",0
"340141715",0
"340141716",0.35
"340141717",0.09
"340142001",0
"340142005",0
"340142006",0.01
"340142007",0
"340142009",0
"340142015",0.56
"340142016",0.61
"340142017",0.77
"340142018",0.02
"340142023",0.01
"340142024",0.38
"340142027",0.65
"340142101",0.17
"340142115",0.11
"340142116",0
"340142118",0.11
"340142119",0.09
"340142207",0.85
"340142208",0.99
"340142209",0.99
"340142210",0.99
"340142211",0.99
"340142212",0.88
"340142213",0.03
"340142214",0
"340142215",0.05
"340142216",0.93
"340142217",0.95
"340142218",0.11
"340142219",0.88
"340142220",0.97
"340142221",0.26
"340142222",0
"340280101",0
"340280102",0.12
"340280103",0.16
"340280104",0.05
"340280105",0.04
"340280106",0.01
"340280108",0.02
"340280109",0.47
"340280110",0.46
"340280111",0.86
"340280112",0.45
"340280115",0.1
"340280201",0
"340351202",0.24
"340351204",0.12
"340351205",0.1
"340351206",0.04
"340351207",0.13
"340351208",0.24
"340351209",0.21
"340351210",0.08
"340351502",0
"340351601",0
"340351802",0
"340351902",0
"340351904",0.23
"340351905",0.51
"340351906",0.68
"340351907",0
"340351908",0.56
"340490101",0
"340490102",0.1
"340490103",0.05
"340490115",0.02
"340490119",0
"340490121",0.21
"340490125",0.05
"340490127",0.28
"340490302",0
"340490303",0.79
"340491001",0
"340491002",0
"340491003",0.55
"340491004",0.02
"340491015",0.82
"340491018",0.05
"340491019",0
"340560101",0
"340560106",0.35
"340560107",0.16
"340560112",0.14
"340560114",0.01
"340561101",0.9
"340561102",0.73
"340561104",0.86
"340561105",0.35
"340561108",0.23
"340561109",0.56
"340561110",0.33
"340561115",0.15
"340561116",0.89
"340561117",0.71
"340561118",0.03
"340561119",0.2
"340561122",0.72
"340561123",0.24
"340561402",0.02
"340561409",0.49
"340561603",0
"380140102",0
"380140105",0
"380140106",0
"380140117",0.05
"380140402",0
"380140403",0
"380140410",0.05
"380140413",0
"380140506",0
"380140702",0
"380140714",0.02
"380210305",0
"380210307",0.02
"380210405",0
"380210406",0
"380210407",0
"380210408",0.07
"380210409",0.01
"380210413",0.01
"380210415",0.04
"380210509",0.2
"380210510",0.11
"380210511",0.02
"380210514",0.05
"380210515",0.09
"380210516",0.02
"380210521",0.02
"380210523",0.32
"380210608",0
"380210611",0.16
"380210614",0.02
"380210617",0.05
"380210618",0.08
"380210619",0.11
"380210701",0.01
"380210703",0
"380210704",0.13
"380210711",0.28
"380210717",0.06
"380210718",0.02
"380210720",0.02
"380210804",0
"380210808",0.03
"380210809",0
"380210815",0
"380210820",0.38
"380211101",0
"380211103",0.09
"380211109",0.22
"380211118",0.03
"380211201",0.07
"380211218",0.11
"380211220",0.1
"380211221",0.11
"380211301",0.25
"380211303",0
"380211307",0
"380211308",0
"380211310",0.05
"380211312",0.01
"380211313",0.01
"380211315",0.01
"380211317",0.01
"380211320",0
"380211321",0.1
"380211322",0.15
"380211401",0.45
"380211402",0
"380211403",0
"380211404",0
"380211405",0.01
"380211407",0
"380211409",0.01
"380211411",0.07
"380211417",0.03
"380211501",0.1
"380211502",0.07
"380211503",0.01
"380211510",0
"380211511",0.16
"380211520",0.01
"380280401",0
"380280402",0
"380280403",0.09
"380280406",0
"380280407",0.05
"380280410",0
"380280411",0.05
"380280413",0.03
"380280414",0.02
"380280415",0.01
"380350203",0
"380350302",0
"380350306",0.1
"380350515",0
"380350608",0.1
"380420204",0.01
"380420206",0.03
"380420208",0
"380420301",0
"380420408",0.01
"380420412",0.08
"380420414",0.05
"380560202",0
"380630102",0
"380630103",0
"380630414",0
"380630415",0.04
"380630502",0.02
"380630511",0.02
"380630520",0.08
"381120108",0
"381120109",0.01
"381120116",0
"421120312",0
"421400222",0
"460140101",0
"460140103",0
"460140106",0.02
"460140109",0.03
"460140901",0.01
"460140905",0
"460140906",0.02
"460140909",0.05
"460140911",0
"460140912",0.08
"460141018",0.04
"500070214",0.04
"500070301",0.01
"500070601",0.04
"500071012",0.01
"500071013",0
"500071017",0.1
"500071018",0.4
"500071104",0.16
"500071303",0.12
"500071304",0.31
"500071307",0.13
"500071308",0.05
"500071309",0.09
"500071310",0
"500140401",0
"500140501",0
"500140502",0.02
"500140506",0
"500140602",0.02
"500140615",0.01
"500140703",0.01
"500210117",0.03
"500210205",0.01
"500210207",0.13
"500210208",0.32
"500210209",0.45
"500210210",0.3
"500210211",0.6
"500210212",0.19
"500210213",0.02
"500210407",0.02
"500210408",0.06
"500210409",0.04
"500210413",0.11
"500210414",0.19
"500210415",0.12
"500210417",0.42
"500210419",0.38
"500210803",0.08
"500210805",0.12
"500210806",0.25
"500210808",0.12
"500210812",0.01
"500210813",0.02
"500211303",0.01
"500211304",0.02
"500211305",0.16
"500211306",0.07
"500211310",0.03
"500211401",0.16
"500211403",0.01
"500211404",0.72
"500211405",0.24
"500211406",0.32
"500211407",0.35
"500211408",0.63
"500211409",0.06
"500211410",0.04
"500280408",0
"500280409",0.05
"500280410",0.05
"500280411",0.04
"500280503",0.03
"500280506",0
"500280507",0.04
"500280508",0
"500280516",0.01
"500280517",0.15
"500280609",0
"500281102",0.11
"500281103",0.01
"500281113",0.04
"500281118",0.12
"500281502",0
"500281504",0.01
"500281508",0.02
"500281712",0.01
"500281810",0.03
"500281812",0.01
"500281901",0.03
"500350303",0
"500490202",0
"500490209",0.14
"500490217",0.23
"500490220",0.29
"500490221",0.04
"500490301",0.08
"500490302",0
"500490304",0
"500490305",0.02
"500490306",0.1
"500490307",0.01
"500490309",0
"500490314",0.02
"500490315",0.01
"500490316",0
"500490319",0.06
"500490320",0.05
"500490502",0
"500490704",0.08
"500490705",0.03
"500490804",0.01
"500490805",0
"500490807",0.09
"500490809",0.03
"500490815",0.01
"500491109",0.04
"500491111",0.08
"500491112",0.09
"500491207",0.29
"500491216",0.03
"500491303",0.08
"500491309",0
"500491310",0.02
"500560501",0
"500560506",0
"500560613",0.03
"500630101",0.01
"500630109",0.01
"500630110",0.08
"500630112",0
"500630217",0.03
"500630218",0.08
"500630301",0
"500630303",0
"500630305",0.01
"500630308",0.14
"500630310",0.02
"500630311",0
"500630312",0.01
"500630401",0
"500630411",0
"500630501",0
"500630811",0.05
"500630812",0.05
"500630813",0
"500630904",0
"500630905",0.03
"500630911",0.01
"500630912",0.03
"500630913",0.01
"500631003",0
"500631104",0.03
"500700101",0
"500700102",0.02
"500700103",0.02
"500700111",0
"500700207",0
"500700211",0.01
"500700301",0.02
"500700302",0.02
"500700305",0.02
"500700404",0.01
"500700407",0.01
"500700414",0.01
"500700424",0
"500700425",0
"500700801",0
"500701001",0.01
"500701005",0.03
"500701013",0
"500770103",0
"500770116",0
"500770126",0.01
"500840202",0
"500840302",0.01
"500840810",0.03
"500910104",0
"500910203",0
"500910208",0.04
"500910209",0
"500910301",0
"500980502",0
"500980503",0
"500980506",0.03
"500980508",0.04
"500980509",0.13
"500980609",0.01
"500980706",0.04
"500980803",0.01
"500980804",0.01
"500980817",0.01
"500980820",0
"500980907",0
"501050102",0.01
"501050103",0
"501050110",0
"501050113",0
"501050303",0
"501050306",0
"501050307",0
"501051007",0
"501051008",0
"501051516",0
"501051517",0.11
"501051518",0.03
"501051519",0.02
"501051906",0.04
"501051909",0.05
"501051910",0.04
"501051911",0.13
"501051912",0.06
"501190301",0.02
"501190302",0.09
"501190304",0.1
"501190305",0.15
"501190309",0.16
"501190310",0.01
"501190607",0.01
"501190608",0.01
"501190609",0.03
"501190612",0.06
"501260204",0
"501260309",0
"501260313",0.01
"501260401",0
"540070302",0
"540070303",0
"540070304",0
"540070312",0
"540070314",0.05
"540070319",0.01
"540070607",0.17
"540070615",0
"540070616",0.15
"540070620",0.31
"540140201",0
"540140202",0
"540140203",0.02
"540140206",0
"540140207",0.11
"540140209",0.1
"540140210",0.02
"540140211",0
"540140306",0.01
"540140307",0.03
"540140806",0.11
"540140808",0
"540210503",0
"540210504",0.07
"540210505",0.02
"540210509",0.04
"540210512",0.16
"540210513",0.02
"540210514",0.08
"540210515",0.01
"540210516",0
"540210517",0.04
"540210518",0.18
"540280101",0.2
"540280102",0.43
"540280103",0.3
"540280114",0
"540280301",0.07
"540280305",0.03
"540280407",0
"540280408",0.03
"540280412",0.13
"540280413",0.26
"540280418",0.29
"540280504",0.01
"540280511",0.16
"540280605",0.12
"540280606",0.01
"540280616",0.16
"540280617",0.12
"540280618",0.02
"540280803",0.13
"540280804",0.01
"540280809",0.22
"540280810",0.1
"540280812",0.05
"540280814",0.02
"540280815",0.05
"540280818",0.15
"540280819",0.04
"540280820",0.03
"540280821",0.47
"540280901",0.08
"540280902",0
"540281102",0
"540281201",0.06
"540281203",0.02
"540281204",0.02
"540281205",0.1
"540281206",0.1
"540281207",0.26
"540281208",0.39
"540281209",0.98
"540281213",0.02
"540281214",0.03
"540281216",0.13
"540281217",0.03
"540281218",0.33
"540281220",0.1
"540281301",0
"540281302",0.02
"540281306",0.03
"540281307",0.38
"540281308",0.13
"540281309",0.13
"540281310",0.11
"540281313",0.2
"540281314",0.63
"540281315",0.12
"540281322",0.97
"540281401",0.04
"540281501",0
"540281503",0
"540281505",0.05
"540281601",0.04
"540281701",0.02
"540281702",0
"540281703",0.08
"540281801",0.17
"540281802",0.41
"540281803",0.53
"540281804",0.16
"540281805",0.01
"540281806",0
"540281807",0.14
"540281808",0.41
"540281809",0.01
"540281810",0.01
"540281813",0.1
"540281815",0.06
"540281816",0.12
"540281817",0.49
"540281818",0.03
"540281819",0.05
"540281820",0.37
"540281822",0.03
"540281901",0.11
"540281902",0.01
"540281903",0.04
"540281904",0.37
"540281912",0
"540281916",0.01
"540281917",0.41
"540281919",0.01
"540281920",0.32
"540281921",0.04
"540281923",0.09
"540281924",0.03
"540281925",0.06
"540281926",0.06
"540281927",0.28
"540282001",0.01
"540282002",0.14
"540282008",0
"540282011",0.21
"540282013",0.02
"540282015",0.64
"540282016",0.2
"540282017",0.54
"540282019",0.17
"540282020",0.15
"540282021",0.51
"540282204",0.15
"540282304",0.07
"540282306",0.47
"540282310",0
"540282312",0.35
"540282313",0.23
"540282314",0.08
"540282413",0.07
"540420301",0.01
"540420303",0.01
"540420308",0
"540420315",0.06
"540420318",0.25
"540420405",0.03
"540420518",0.06
"540420601",0.37
"540420602",0
"540420603",0.06
"540420604",0
"540420605",0.01
"540420607",0.01
"540420610",0.23
"540420611",0.68
"540420613",0.03
"540420614",0.07
"540490103",0
"540560501",0
"540560601",0.01
"540560602",0
"540560603",0.02
"540560604",0.04
"540560610",0.09
"540560611",0.01
"540560613",0.13
"540560614",0.14
"540560702",0
"540560707",0
"540560710",0.01
"540560711",0.04
"540560801",0
"540560803",0
"540560903",0
"540560909",0.33
"540630101",0.43
"540630102",0
"540630105",0.07
"540630109",0.13
"540630110",0.51
"540630111",0.54
"540630112",0.84
"540630113",0.17
"540630114",0.27
"540630115",0.28
"540630403",0
"540630801",0.07
"540630805",0.01
"540630811",0
"540630816",0.06
"540630817",0.17
"540630819",0.07
"540630901",0.05
"540630905",0.48
"540630908",0.09
"540630910",0.09
"540630912",0.03
"540630916",0
"540631003",0.05
"540631007",0.07
"540631008",0.01
"540631009",0.02
"540631011",0.45
"540631012",0.01
"540631102",0
"540631104",0.01
"540631106",0.07
"540631113",0.01
"540700304",0
"540700305",0
"540700306",0
"540700308",0.08
"540700309",0.02
"540700311",0
"540700312",0.01
"540700313",0.05
"540700803",0.06
"540770101",0
"540840302",0.01
"540840311",0.01
"540840313",0.02
"540840403",0
"540840409",0.13
"540840901",0.01
"540840903",0
"540840909",0.03
"540910106",0.01
"540910107",0.04
"540910116",0.05
"540910119",0.01
"540910201",0.05
"540910202",0.01
"540910203",0.01
"540910204",0.05
"540910209",0.01
"540910211",0
"540910212",0.04
"540910213",0.35
"540910214",0
"540910215",0.04
"540910218",0.06
"540910219",0.01
"540910703",0.02
"540910706",0.01
"540910707",0
"540910708",0
"540910709",0.03
"540910710",0.01
"540910712",0.02
"540910713",0.29
"540910714",0.07
"540910715",0.01
"540910716",0.01
"540910717",0.04
"540910719",0.02
"540910811",0.01
"540911201",0
"540911301",0.15
"540911304",0.09
"540911307",0.01
"540911309",0.12
"540911311",0.15
"540980501",0.15
"540980507",0
"540980509",0
"540980513",0.14
"540980516",0.07
"540980702",0
"540980703",0
"540981203",0
"540981205",0.17
"540981208",0.12
"541120501",0.15
"541120502",0.01
"541120504",0
"541120505",0
"541120509",0.11
"541120510",0.36
"541120511",0.07
"541120512",0.01
"541120703",0
"580350201",0.18
"580350202",0.13
"580350204",0.12
"580350205",0.08
"580350206",0.89
"580350207",0.21
"580350208",1
"580350210",0.24
"580350211",0.43
"580350212",0.6
"580350213",0.88
"580350214",0.71
"580350215",0.78
"580350302",0.23
"580350308",0.08
"580350311",0.06
"580350405",0.14
"580350406",0
"580350601",0.06
"580350701",0.02
"580350704",0.01
"580350705",0.06
"580350713",0.26
"580350714",0.3
"580350801",0.08
"580350802",0.06
"580350803",0.11
"580350805",0.06
"580350806",0.03
"580350807",0.21
"580350808",0.01
"580350813",0.12
"580350816",0.19
"580350818",0.03
"580350821",0.14
"580350822",0.03
"580350823",0.11
"580350824",0.09
"580350825",0.17
"580350826",0.03
"580350901",0.23
"580350903",0.03
"580350905",0.07
"580350906",0.01
"580350909",0
"580350910",0
"580350912",0.14
"580351005",0.03
"580351009",0.04
"580351011",0.03
"580351012",0.03
"580351103",0
"580351112",0
"580351205",0.07
"580351402",0.02
"580351409",0.26
"580351411",0.09
"580351417",0.04
"580351419",0.23
"580351421",0.07
"580351506",0.03
"580351507",0
"580351510",0.1
"580351513",0.02
"580351601",0
"580351608",0
"580351610",0.34
"580351612",0.71
"580351613",0
"580351614",0.13
"580351619",0
"580351802",0.01
"580351803",0.07
"580351811",0.03
"580351812",0.01
"580351813",0.1
"580352201",0.04
"580352301",0.01
"580352322",0.02
"580352401",0.02
"580352402",0.11
"580352403",0.02
"580352404",0.06
"580352406",0.06
"580352408",0.24
"580352409",0.32
"580352413",0.01
"580352414",0.08
"580352511",0.01
"580352512",0.42
"580352513",0.19
"580352514",0.2
"580352515",0.18
"580352516",0.26
"580352517",0.17
"580490401",0
"580490410",0.03
"580490414",0.05
"580560302",0.13
"580560305",0.07
"580560308",0.01
"580560406",0
"580560407",0.01
"580560501",0
"580560505",0.01
"580560506",0.04
"580910302",0.01
"580910311",0.08
"580910326",0.02
"581120301",0
"581120316",0.04
"581120401",0
"620070604",0
"620070605",0
"620070610",0.23
"620070611",0.03
"620070612",0.17
"620070613",0.04
"620070808",0
"620070811",0.13
"620070814",0.05
"620070816",0.13
"620071105",0.01
"620210104",0
"620210109",0
"620210110",0.38
"620210112",0
"620210201",0.02
"620210212",0.02
"620210402",0
"620210606",0.03
"620210607",0.06
"620210608",0.5
"620210701",0.01
"620210705",0.01
"620210707",0.14
"620210708",0.05
"620211007",0.04
"620211008",0.07
"620211401",0.01
"620211406",0.03
"620211407",0.01
"620211408",0.19
"620211411",0.05
"620211416",0.02
"620211418",0.01
"620211701",0.07
"620211704",0.11
"620211705",0.09
"620211707",0.06
"620211710",0.01
"620211801",0
"620211802",0.05
"620211803",0.13
"620211807",0.04
"620211808",0.63
"620211809",0.05
"620350107",0
"620350109",0
"620350113",0.17
"620420202",0
"620420601",0.03
"620420701",0.57
"620420702",0.08
"620420704",0
"620420705",0.03
"620420706",0.03
"620420707",0.02
"620420708",0.01
"620420709",0
"620420710",0.3
"620420712",0.94
"620420713",0.92
"620420714",0.53
"620420715",0.32
"620420716",0.52
"620420717",0.44
"620420803",0
"620420806",0.05
"620420902",0
"620420903",0
"620421008",0.12
"620421009",0.08
"620421010",0.17
"620421011",0
"620421101",0
"620421102",0
"620421103",0.01
"620421104",0
"620421107",0
"620421108",0
"620421109",0
"620421110",0.38
"620421112",0.01
"620421302",0.04
"620421305",0.01
"620421306",0
"620421401",0.67
"620421403",0.02
"620421406",0
"620421407",0
"620421409",0
"620421411",0.67
"620421412",0.77
"620421904",0.09
"620421905",0
"620422001",0.11
"620422102",0
"620422105",0.01
"620422310",0.17
"620422404",0.05
"620422405",0.09
"620422408",0.01
"620422701",0.03
"620422702",0.01
"620422803",0
"620422806",0
"620422807",0.09
"620422808",0.13
"620422905",0.12
"620422906",0.24
"620422907",0.22
"620422908",0.3
"620422909",0.02
"620422910",0.04
"620423006",0
"620423009",0.03
